state_fips,occ2018,nativity_flag,emp_status,population
8,2640,0,EMPLOYED,4391.4873
8,2710,0,EMPLOYED,4458.6107
8,2722,0,EMPLOYED,24405.1696
8,2752,0,EMPLOYED,7579.078100000001
8,2850,0,EMPLOYED,3848.2125
8,2865,0,UNEMPLOYED,4610.3232
8,2910,1,EMPLOYED,3886.2013
8,3000,0,EMPLOYED,4326.4582
8,3010,0,EMPLOYED,4626.5571
8,3030,0,EMPLOYED,6944.8063999999995
8,3050,0,EMPLOYED,4458.6107
8,3090,0,EMPLOYED,9052.6326
8,3110,0,EMPLOYED,15136.837
8,3160,0,EMPLOYED,18028.556
8,3245,0,EMPLOYED,17872.6733
8,3250,0,EMPLOYED,3404.3043
8,3250,1,EMPLOYED,4568.2431
8,3255,0,EMPLOYED,35879.5127
8,3256,0,EMPLOYED,5846.1965
8,3258,0,EMPLOYED,5751.677
8,3270,0,EMPLOYED,6083.9757
8,3310,0,EMPLOYED,3733.5614
8,3323,0,EMPLOYED,4775.0572
8,3330,1,EMPLOYED,3886.2013
8,3401,0,EMPLOYED,5586.3836
8,3423,0,EMPLOYED,8045.5978000000005
8,3500,0,EMPLOYED,5438.9679
8,3515,0,EMPLOYED,4467.3966
8,3550,0,EMPLOYED,4233.9645
8,3601,0,EMPLOYED,12051.332900000001
8,3601,1,EMPLOYED,5948.1953
8,3602,0,EMPLOYED,25147.468
8,3602,1,EMPLOYED,21308.3956
8,3603,0,EMPLOYED,4459.9917
8,3640,0,EMPLOYED,4598.2606
8,3645,0,EMPLOYED,13964.0235
8,3649,1,EMPLOYED,3859.8768
8,3655,0,EMPLOYED,13932.743
8,3710,0,EMPLOYED,4526.1675
8,3820,0,EMPLOYED,6878.99
8,3870,0,EMPLOYED,19324.755
8,3930,0,EMPLOYED,20228.6871
8,4000,0,EMPLOYED,4593.4886
8,4000,0,UNEMPLOYED,4540.8288
8,4000,1,EMPLOYED,7399.3184
8,4010,0,EMPLOYED,11449.6805
8,4020,0,EMPLOYED,12225.7891
8,4020,1,EMPLOYED,52830.6299
8,4030,0,EMPLOYED,6456.4578
8,4030,0,UNEMPLOYED,4583.237
8,4030,1,EMPLOYED,4056.4652
8,4040,0,EMPLOYED,15501.5597
8,4055,0,EMPLOYED,28101.1088
8,4110,0,EMPLOYED,21111.620600000002
8,4110,1,EMPLOYED,9444.2703
8,4120,0,EMPLOYED,9788.5162
8,4130,1,EMPLOYED,9362.4938
8,4140,0,EMPLOYED,4835.268
8,4200,1,EMPLOYED,4663.9475
8,4210,0,EMPLOYED,17619.9034
8,4210,1,EMPLOYED,3649.7796
8,4220,0,EMPLOYED,7201.5178
8,4230,0,EMPLOYED,30435.393
8,4230,1,EMPLOYED,24849.2994
8,4230,1,UNEMPLOYED,7341.0793
8,4240,0,EMPLOYED,5673.5461
8,4251,0,EMPLOYED,4233.9645
8,4252,0,EMPLOYED,4319.3308
8,4435,0,UNEMPLOYED,4367.1758
8,4500,1,EMPLOYED,6520.3091
8,4521,1,EMPLOYED,6562.0628
8,4522,0,EMPLOYED,3578.7489
8,4600,0,EMPLOYED,9052.4748
8,4600,1,EMPLOYED,14753.0937
8,4621,0,EMPLOYED,7533.380999999999
8,4622,0,EMPLOYED,4594.9468
8,4655,0,EMPLOYED,4449.6667
8,4700,0,EMPLOYED,28076.0073
8,4700,1,UNEMPLOYED,5133.3726
8,4710,0,EMPLOYED,4834.3427
8,4710,1,EMPLOYED,3375.305
8,4720,0,EMPLOYED,16502.468
8,4740,0,EMPLOYED,4201.4926
8,4750,0,EMPLOYED,7046.586499999999
8,4760,0,EMPLOYED,33218.615600000005
8,4810,0,EMPLOYED,23167.519099999998
8,4820,0,EMPLOYED,5427.326
8,4830,0,EMPLOYED,9457.326099999998
8,4840,0,EMPLOYED,4828.8115
8,4840,1,EMPLOYED,3775.7254
8,4850,0,EMPLOYED,40098.447700000004
8,4900,0,EMPLOYED,4370.3997
8,4920,0,EMPLOYED,30275.5478
8,4920,1,EMPLOYED,3295.8616
8,4950,0,EMPLOYED,12898.8419
8,5000,0,EMPLOYED,35996.8284
8,5110,0,EMPLOYED,7564.242
8,5120,0,EMPLOYED,24607.7493
8,5140,0,EMPLOYED,11910.960500000001
8,5160,0,EMPLOYED,3678.3089
8,5240,0,EMPLOYED,36862.5568
8,5240,1,EMPLOYED,4401.6773
8,5240,1,UNEMPLOYED,3570.3102
8,5300,0,EMPLOYED,5214.4605
8,5350,0,EMPLOYED,4529.657
8,5400,0,EMPLOYED,31820.138899999998
8,5400,1,EMPLOYED,10055.6133
8,5410,0,EMPLOYED,4224.2055
8,5510,0,EMPLOYED,3897.8375
8,5510,1,EMPLOYED,3396.8293
8,5521,0,EMPLOYED,4350.1657
8,5522,0,EMPLOYED,4134.2822
8,5550,0,EMPLOYED,9209.714800000002
8,5610,0,EMPLOYED,13011.202000000001
8,5630,0,EMPLOYED,3465.5602
8,5710,0,EMPLOYED,13293.4342
8,5740,0,EMPLOYED,26546.3327
8,5740,1,EMPLOYED,4280.7609
8,5810,0,EMPLOYED,5404.3366
8,5860,0,EMPLOYED,20789.9866
8,5940,0,EMPLOYED,10129.2756
8,5940,1,EMPLOYED,4790.0684
8,6050,0,EMPLOYED,4608.0911
8,6050,1,EMPLOYED,8782.081600000001
8,6200,0,EMPLOYED,9263.864300000001
8,6230,0,EMPLOYED,25794.6618
8,6230,0,UNEMPLOYED,7250.3197
8,6230,1,EMPLOYED,36911.6969
8,6260,0,EMPLOYED,11512.7349
8,6260,1,EMPLOYED,24327.6005
8,6305,0,EMPLOYED,11814.5
8,6330,1,EMPLOYED,7402.1737
8,6355,0,EMPLOYED,23201.3017
8,6441,1,EMPLOYED,11345.5023
8,6442,0,EMPLOYED,27643.772699999998
8,6515,0,EMPLOYED,10550.4748
8,6515,1,EMPLOYED,41116.8257
8,6530,1,EMPLOYED,5787.0522
8,6765,0,EMPLOYED,4109.4719
8,6825,0,EMPLOYED,5228.0872
8,6950,0,EMPLOYED,5306.4487
8,7000,0,EMPLOYED,10260.201000000001
8,7020,1,EMPLOYED,4361.5104
8,7130,0,EMPLOYED,3635.1628
8,7150,0,EMPLOYED,4389.6731
8,7200,0,EMPLOYED,8971.3473
8,7210,0,EMPLOYED,5072.6186
8,7210,1,EMPLOYED,3855.6087
8,7315,0,UNEMPLOYED,4115.6174
8,7430,0,EMPLOYED,3206.6983
8,7700,0,EMPLOYED,8950.4598
8,7750,0,UNEMPLOYED,8533.3603
8,7800,1,UNEMPLOYED,8649.1022
8,8000,0,UNEMPLOYED,5321.6375
8,8130,0,EMPLOYED,5282.3373
8,8140,0,EMPLOYED,4290.9031
8,8740,0,EMPLOYED,3388.4057
8,8800,1,EMPLOYED,7014.3791
8,8810,1,EMPLOYED,3916.0021
8,8950,1,UNEMPLOYED,5761.2132
8,8990,0,EMPLOYED,22039.404000000002
8,9030,0,EMPLOYED,7788.3906
8,9130,0,EMPLOYED,47282.3323
8,9130,1,EMPLOYED,22375.835
8,9142,0,EMPLOYED,14630.8167
8,9150,0,EMPLOYED,5107.3011
8,9600,0,EMPLOYED,4844.9116
8,9610,0,EMPLOYED,4907.1534
8,9610,1,EMPLOYED,5105.0773
8,9620,0,EMPLOYED,35592.345
8,9620,0,UNEMPLOYED,4722.4408
8,9620,1,EMPLOYED,19510.5119
8,9640,0,EMPLOYED,15585.829300000001
8,9645,0,EMPLOYED,23074.7191
8,9720,0,EMPLOYED,5312.3678
8,9720,1,EMPLOYED,9575.8708
9,-001,0,UNEMPLOYED,12684.803800000002
9,0010,0,EMPLOYED,16209.5167
9,0010,0,UNEMPLOYED,3061.1136
9,0010,1,EMPLOYED,8454.8173
9,0020,0,EMPLOYED,29668.1928
9,0051,0,EMPLOYED,9645.0334
9,0052,0,EMPLOYED,5807.8688999999995
9,0102,0,EMPLOYED,3394.3825
9,0110,0,EMPLOYED,4534.1791
9,0110,1,EMPLOYED,8949.9133
9,0120,0,EMPLOYED,27046.9162
9,0120,0,UNEMPLOYED,2741.058
9,0120,1,EMPLOYED,6702.8865000000005
9,0136,0,EMPLOYED,5117.3975
9,0136,1,EMPLOYED,2857.4554
9,0220,0,EMPLOYED,11745.592799999999
9,0220,1,EMPLOYED,2650.3557
9,0230,0,EMPLOYED,11140.8771
9,0230,1,EMPLOYED,3450.1539
9,0310,0,EMPLOYED,8206.3207
9,0310,1,EMPLOYED,5385.550499999999
9,0340,0,EMPLOYED,3282.0367
9,0410,0,EMPLOYED,2437.0401
9,0420,0,EMPLOYED,6896.7011
9,0440,0,EMPLOYED,55458.0328
9,0440,1,EMPLOYED,28509.326399999998
9,0540,0,EMPLOYED,2554.0778
9,0565,0,EMPLOYED,3459.8843
9,0630,0,EMPLOYED,7002.0521
9,0640,0,EMPLOYED,2477.4538
9,0705,0,EMPLOYED,10002.2305
9,0710,0,EMPLOYED,9073.3721
9,0710,0,UNEMPLOYED,3152.0541
9,0735,0,EMPLOYED,6126.1479
9,0800,0,EMPLOYED,27142.2622
9,0800,1,EMPLOYED,2510.1304
9,0845,0,EMPLOYED,6156.6775
9,0845,1,EMPLOYED,2756.0485
9,0860,0,EMPLOYED,7651.2006
9,0910,0,EMPLOYED,5548.2528
9,1007,0,EMPLOYED,3723.0088
9,1007,1,EMPLOYED,7965.6498
9,1021,0,EMPLOYED,8216.6283
9,1021,0,UNEMPLOYED,2589.515
9,1021,1,EMPLOYED,2743.2561
9,1050,0,EMPLOYED,14353.1276
9,1065,0,EMPLOYED,3519.7412
9,1108,0,EMPLOYED,13490.911199999999
9,1240,0,EMPLOYED,3885.923
9,1305,0,EMPLOYED,2554.0778
9,1305,1,EMPLOYED,4494.7657
9,1320,0,EMPLOYED,4102.7399
9,1360,0,EMPLOYED,3410.7565
9,1410,0,EMPLOYED,6993.1564
9,1430,0,EMPLOYED,3223.1513
9,1460,0,EMPLOYED,8383.1785
9,1530,0,EMPLOYED,10335.136
9,1541,0,EMPLOYED,4303.1935
9,1760,0,EMPLOYED,6395.4968
9,1970,0,EMPLOYED,7023.7923
9,2001,0,EMPLOYED,10587.552599999999
9,2013,0,EMPLOYED,3629.2301
9,2014,0,EMPLOYED,17531.906499999997
9,2040,0,EMPLOYED,2813.6165
9,2060,0,EMPLOYED,3461.7347
9,2100,0,EMPLOYED,20371.6303
9,2145,0,EMPLOYED,6479.117899999999
9,2170,0,EMPLOYED,4118.5717
9,2180,0,EMPLOYED,3004.1511
9,2205,0,EMPLOYED,11859.483
9,2205,0,UNEMPLOYED,3847.4691
9,2205,1,EMPLOYED,5942.4565999999995
9,2310,0,EMPLOYED,24759.7676
9,2320,0,EMPLOYED,9155.712
9,2330,0,EMPLOYED,8837.002
9,2360,0,EMPLOYED,2591.0458
9,2400,0,EMPLOYED,2994.0222
9,2435,0,EMPLOYED,4040.5295
9,2545,0,EMPLOYED,14163.4693
9,2555,0,EMPLOYED,3075.3254
9,2634,0,EMPLOYED,6137.8073
9,2636,0,EMPLOYED,4283.5705
9,2640,1,EMPLOYED,4773.1394
9,2710,0,EMPLOYED,17931.333100000003
9,2722,0,EMPLOYED,12666.135999999999
9,2830,1,EMPLOYED,2572.0799
9,2861,0,EMPLOYED,3248.276
9,3030,0,EMPLOYED,3710.4696
9,3050,0,EMPLOYED,8994.1522
9,3090,1,EMPLOYED,6487.867
9,3110,0,EMPLOYED,3373.8247
9,3160,0,EMPLOYED,3172.3275
9,3160,1,EMPLOYED,3641.1813
9,3230,1,EMPLOYED,7658.6776
9,3245,0,EMPLOYED,8849.040799999999
9,3255,0,EMPLOYED,21451.9408
9,3255,1,EMPLOYED,14567.097399999999
9,3300,0,EMPLOYED,3206.8127
9,3310,0,EMPLOYED,6269.597100000001
9,3323,0,EMPLOYED,2818.3284
9,3422,0,EMPLOYED,6111.7832
9,3423,0,EMPLOYED,3312.1827
9,3423,1,EMPLOYED,5085.2593
9,3424,0,EMPLOYED,3654.1937
9,3430,0,EMPLOYED,3075.3254
9,3515,0,EMPLOYED,2559.8646
9,3545,0,EMPLOYED,6318.5743999999995
9,3550,0,EMPLOYED,3283.3793
9,3601,0,EMPLOYED,11144.8683
9,3602,0,EMPLOYED,14705.5122
9,3602,1,EMPLOYED,2855.129
9,3603,0,EMPLOYED,24132.0953
9,3630,0,EMPLOYED,2857.4554
9,3645,0,EMPLOYED,15772.1928
9,3645,1,EMPLOYED,11026.658500000001
9,3655,0,EMPLOYED,2993.5846
9,3802,0,EMPLOYED,8703.845000000001
9,3820,0,EMPLOYED,4519.4411
9,3870,0,EMPLOYED,13046.5178
9,3900,0,EMPLOYED,3008.7437
9,3930,0,EMPLOYED,12479.873
9,3930,1,EMPLOYED,4257.7507
9,3960,0,EMPLOYED,6906.5687
9,4000,0,EMPLOYED,4724.847900000001
9,4000,1,EMPLOYED,4411.4298
9,4020,0,EMPLOYED,3215.4841
9,4020,0,UNEMPLOYED,3128.0537
9,4020,1,EMPLOYED,13080.8299
9,4030,0,EMPLOYED,2883.2927
9,4030,0,UNEMPLOYED,3559.6163
9,4030,1,EMPLOYED,3290.9981
9,4040,0,EMPLOYED,9657.001400000001
9,4040,1,EMPLOYED,3569.0309
9,4055,0,EMPLOYED,19695.247
9,4110,0,EMPLOYED,23086.720999999998
9,4110,1,EMPLOYED,9144.3474
9,4130,0,EMPLOYED,6884.4275
9,4140,1,UNEMPLOYED,3731.1619
9,4150,0,EMPLOYED,14070.866600000001
9,4200,0,EMPLOYED,4040.5295
9,4220,0,EMPLOYED,10563.1672
9,4220,1,EMPLOYED,8062.2687000000005
9,4220,1,UNEMPLOYED,2651.0302
9,4230,1,EMPLOYED,30699.9022
9,4251,0,EMPLOYED,14185.7432
9,4251,1,EMPLOYED,22071.3391
9,4350,0,EMPLOYED,3316.8391
9,4435,0,EMPLOYED,4979.4188
9,4510,0,EMPLOYED,6697.411
9,4510,1,EMPLOYED,5589.7996
9,4521,1,EMPLOYED,3897.9369
9,4600,0,EMPLOYED,6079.3619
9,4600,1,EMPLOYED,7092.998799999999
9,4622,0,EMPLOYED,9033.2398
9,4700,0,EMPLOYED,18184.121900000002
9,4700,1,EMPLOYED,9780.6713
9,4710,0,EMPLOYED,6369.7856
9,4720,0,EMPLOYED,21125.869899999998
9,4720,0,UNEMPLOYED,3819.2096
9,4720,1,EMPLOYED,3547.2057
9,4760,0,EMPLOYED,14149.503100000002
9,4760,0,UNEMPLOYED,3013.8092
9,4810,0,EMPLOYED,4931.1423
9,4820,0,EMPLOYED,3471.4061
9,4840,0,EMPLOYED,10298.837800000001
9,4850,0,EMPLOYED,2939.4489
9,4920,0,EMPLOYED,2542.1808
9,4920,1,EMPLOYED,3830.6015
9,4965,0,EMPLOYED,3096.8853
9,5000,0,EMPLOYED,4317.3977
9,5000,1,EMPLOYED,3854.4539
9,5110,1,EMPLOYED,3816.6786
9,5120,0,EMPLOYED,3679.6034
9,5140,0,EMPLOYED,6099.4776
9,5140,1,EMPLOYED,4232.5095
9,5160,0,EMPLOYED,3923.2102
9,5165,0,EMPLOYED,2672.5749
9,5220,0,EMPLOYED,3267.8173
9,5240,0,EMPLOYED,28285.394800000002
9,5400,0,EMPLOYED,10496.3881
9,5400,1,EMPLOYED,3019.5554
9,5510,0,EMPLOYED,4368.2456
9,5522,0,EMPLOYED,3267.8173
9,5610,0,EMPLOYED,6121.8305
9,5610,1,EMPLOYED,9530.7926
9,5710,0,EMPLOYED,6973.996300000001
9,5740,0,EMPLOYED,20915.0319
9,5740,1,EMPLOYED,2767.8501
9,5840,0,EMPLOYED,4137.3409
9,5860,0,EMPLOYED,9147.924500000001
9,5940,0,EMPLOYED,13808.9102
9,5940,1,UNEMPLOYED,3700.8656
9,6050,0,EMPLOYED,12389.2081
9,6200,0,EMPLOYED,2949.4452
9,6200,1,EMPLOYED,3334.1882
9,6230,0,EMPLOYED,4070.4743
9,6230,1,EMPLOYED,11714.2649
9,6260,0,EMPLOYED,13073.8699
9,6260,1,EMPLOYED,8353.5814
9,6355,0,EMPLOYED,7440.904500000001
9,6355,1,EMPLOYED,2542.1808
9,6360,1,EMPLOYED,3723.0088
9,6442,0,EMPLOYED,9725.4739
9,6515,0,EMPLOYED,8237.5219
9,6520,0,EMPLOYED,2671.1266
9,6730,0,EMPLOYED,9237.6053
9,7130,0,EMPLOYED,3471.4061
9,7150,0,EMPLOYED,3161.479
9,7200,0,EMPLOYED,9540.0893
9,7200,1,EMPLOYED,6897.2843
9,7220,0,EMPLOYED,2723.6438
9,7315,0,EMPLOYED,4102.7399
9,7340,0,EMPLOYED,10448.3616
9,7410,0,EMPLOYED,3226.6547
9,7610,1,EMPLOYED,3758.5506
9,7640,0,EMPLOYED,4469.3791
9,7700,0,EMPLOYED,15777.0268
9,7700,0,UNEMPLOYED,4538.0641
9,7700,1,EMPLOYED,4067.6745
9,7750,0,EMPLOYED,11243.687300000001
9,7750,1,EMPLOYED,9764.844000000001
9,7800,0,EMPLOYED,9396.7384
9,7855,0,EMPLOYED,7098.9915
9,7905,1,EMPLOYED,2569.9197
9,7950,0,EMPLOYED,3511.4292
9,8030,0,EMPLOYED,9086.8636
9,8030,1,EMPLOYED,3471.4061
9,8140,0,EMPLOYED,3059.1317
9,8140,1,EMPLOYED,6650.893
9,8225,0,EMPLOYED,7195.423199999999
9,8225,0,UNEMPLOYED,2989.1827
9,8225,1,EMPLOYED,3792.9655
9,8320,1,EMPLOYED,5201.568
9,8350,1,EMPLOYED,3869.4158
9,8530,1,EMPLOYED,3013.7997
9,8740,0,EMPLOYED,2973.4105
9,8800,0,EMPLOYED,3658.6219
9,8990,0,EMPLOYED,15339.0909
9,8990,1,EMPLOYED,11407.5006
9,9121,0,EMPLOYED,3454.6908
9,9130,0,EMPLOYED,12798.0262
9,9130,0,UNEMPLOYED,5237.7739
9,9130,1,EMPLOYED,7018.8876
9,9142,0,EMPLOYED,3656.7647
9,9142,1,EMPLOYED,7728.0488
9,9150,0,EMPLOYED,2354.3524
9,9210,0,EMPLOYED,4311.3106
9,9415,0,EMPLOYED,3342.2238
9,9610,0,EMPLOYED,7041.6339
9,9620,0,EMPLOYED,20948.1946
9,9620,1,EMPLOYED,4363.3158
9,9640,0,EMPLOYED,2605.6442
9,9640,0,UNEMPLOYED,7382.494
9,9640,1,EMPLOYED,5416.7034
9,9645,0,EMPLOYED,6845.9873
9,9645,1,EMPLOYED,3742.1402
9,9720,0,EMPLOYED,4303.1935
10,-001,0,UNEMPLOYED,962.2726
10,-001,1,UNEMPLOYED,1113.5789
10,0010,0,EMPLOYED,2642.6141000000002
10,0020,0,EMPLOYED,2853.7732
10,0051,0,EMPLOYED,1618.4868000000001
10,0052,1,EMPLOYED,1031.1297
10,0102,0,EMPLOYED,752.299
10,0110,0,EMPLOYED,832.067
10,0120,0,EMPLOYED,7983.3096
10,0120,0,UNEMPLOYED,883.7434
10,0136,0,UNEMPLOYED,965.0543
10,0137,0,EMPLOYED,858.5129
10,0140,0,EMPLOYED,932.0056
10,0140,1,EMPLOYED,1187.3862
10,0150,0,EMPLOYED,703.8541
10,0160,0,EMPLOYED,1847.7142
10,0205,0,EMPLOYED,1046.9017
10,0220,0,EMPLOYED,986.1499
10,0230,0,EMPLOYED,714.5624
10,0310,0,EMPLOYED,5666.2456
10,0310,1,EMPLOYED,1725.4987999999998
10,0350,0,EMPLOYED,3348.9682000000003
10,0410,0,EMPLOYED,1032.4806
10,0420,0,EMPLOYED,1010.4796
10,0440,0,EMPLOYED,16061.4724
10,0440,1,EMPLOYED,3208.1603
10,0530,0,EMPLOYED,1736.4017
10,0540,0,EMPLOYED,1959.3079000000002
10,0565,0,EMPLOYED,3018.6363
10,0630,0,EMPLOYED,4758.9378
10,0650,0,EMPLOYED,858.5129
10,0650,0,UNEMPLOYED,583.523
10,0700,0,EMPLOYED,2696.3936000000003
10,0705,0,EMPLOYED,1851.3793
10,0710,0,EMPLOYED,1789.8087
10,0735,1,EMPLOYED,724.7172
10,0750,0,EMPLOYED,1146.3536
10,0800,0,EMPLOYED,7653.381
10,0800,1,EMPLOYED,834.7885
10,0830,0,EMPLOYED,778.5211
10,0850,0,EMPLOYED,1047.1965
10,0910,0,EMPLOYED,820.8252
10,1006,0,EMPLOYED,2938.22
10,1006,1,EMPLOYED,1038.7095
10,1007,1,EMPLOYED,898.3409
10,1021,0,EMPLOYED,3039.7932
10,1050,0,EMPLOYED,1047.7477
10,1065,1,EMPLOYED,743.7897
10,1105,0,EMPLOYED,923.228
10,1106,1,EMPLOYED,1512.0658
10,1108,0,EMPLOYED,2768.4101
10,1108,1,EMPLOYED,2964.4330999999997
10,1220,0,EMPLOYED,1018.4163
10,1240,0,EMPLOYED,871.8205
10,1240,1,EMPLOYED,2163.2601999999997
10,1305,0,EMPLOYED,824.0528
10,1340,1,EMPLOYED,813.6592
10,1360,0,EMPLOYED,2093.5112
10,1530,0,EMPLOYED,2174.3629
10,1551,0,EMPLOYED,910.8559
10,1555,0,EMPLOYED,1542.4463999999998
10,1555,0,UNEMPLOYED,879.0074
10,1555,1,EMPLOYED,815.3829
10,1610,0,EMPLOYED,1013.3076
10,1650,0,UNEMPLOYED,727.7823
10,1720,1,EMPLOYED,648.7492
10,1760,0,EMPLOYED,1968.6183
10,1760,1,EMPLOYED,2926.8122
10,1800,0,EMPLOYED,1457.7422
10,1970,0,EMPLOYED,2645.6653
10,1970,1,EMPLOYED,825.5399
10,1980,0,EMPLOYED,791.3673
10,2001,0,EMPLOYED,858.5129
10,2002,0,EMPLOYED,4074.3748
10,2003,0,EMPLOYED,1051.6777
10,2004,0,EMPLOYED,848.9747
10,2014,0,EMPLOYED,3503.8364
10,2014,1,EMPLOYED,1669.5528
10,2016,0,EMPLOYED,783.4049
10,2025,0,EMPLOYED,972.029
10,2040,0,EMPLOYED,725.0895
10,2100,0,EMPLOYED,2912.2219
10,2100,1,EMPLOYED,1074.1889
10,2145,1,EMPLOYED,1498.4793
10,2180,0,EMPLOYED,1375.4362
10,2205,0,EMPLOYED,3500.818
10,2205,1,EMPLOYED,1784.4052000000001
10,2300,0,EMPLOYED,1873.6977
10,2310,0,EMPLOYED,9781.5519
10,2320,0,EMPLOYED,5263.6844
10,2330,0,EMPLOYED,4888.0835
10,2350,1,EMPLOYED,715.4193
10,2360,0,EMPLOYED,2187.5593
10,2400,0,EMPLOYED,1793.3544000000002
10,2545,0,EMPLOYED,8016.4002
10,2545,1,EMPLOYED,852.3138
10,2634,0,EMPLOYED,2289.2235
10,2636,0,EMPLOYED,1062.8664
10,2700,1,UNEMPLOYED,1534.3763
10,2722,0,EMPLOYED,1816.8689
10,2805,0,EMPLOYED,820.8252
10,2825,0,EMPLOYED,880.248
10,2830,0,EMPLOYED,771.6626
10,2840,0,EMPLOYED,867.4924
10,2905,0,EMPLOYED,1808.8282000000002
10,2910,0,EMPLOYED,776.3476
10,3030,0,EMPLOYED,908.9933
10,3050,0,EMPLOYED,850.8076
10,3090,0,EMPLOYED,654.062
10,3160,0,EMPLOYED,776.3668
10,3160,1,EMPLOYED,714.6705
10,3200,1,EMPLOYED,1048.3373
10,3210,0,EMPLOYED,2088.2605
10,3230,0,EMPLOYED,1611.8832
10,3255,0,EMPLOYED,13191.094
10,3255,1,EMPLOYED,2307.6337
10,3258,0,EMPLOYED,944.7966
10,3300,0,EMPLOYED,773.704
10,3300,0,UNEMPLOYED,2000.3349
10,3310,0,EMPLOYED,961.1802
10,3310,1,EMPLOYED,655.3948
10,3323,0,EMPLOYED,2759.6195000000002
10,3401,0,EMPLOYED,2044.96
10,3430,0,EMPLOYED,894.7179
10,3500,0,EMPLOYED,1889.9954000000002
10,3601,0,EMPLOYED,3430.1771
10,3602,0,EMPLOYED,2972.4764999999998
10,3602,1,EMPLOYED,802.7088
10,3603,0,EMPLOYED,5292.3455
10,3603,1,EMPLOYED,1342.0883
10,3640,0,EMPLOYED,846.1462
10,3645,0,EMPLOYED,1139.8121
10,3655,1,EMPLOYED,1564.3321
10,3710,0,EMPLOYED,767.6043
10,3725,0,EMPLOYED,941.8347
10,3870,0,EMPLOYED,920.8249
10,3910,0,EMPLOYED,1443.4641000000001
10,3930,0,EMPLOYED,3517.2026
10,3930,1,EMPLOYED,1170.3797
10,4000,0,EMPLOYED,932.0056
10,4010,0,EMPLOYED,853.7206
10,4020,0,EMPLOYED,4192.5063
10,4020,1,EMPLOYED,3117.8663
10,4030,0,EMPLOYED,3525.8695
10,4030,1,EMPLOYED,711.5602
10,4055,0,EMPLOYED,2532.1733
10,4110,0,EMPLOYED,4491.5074
10,4110,0,UNEMPLOYED,591.9386
10,4130,0,EMPLOYED,2827.0196
10,4130,0,UNEMPLOYED,1138.8219
10,4140,0,EMPLOYED,1426.1596
10,4150,0,EMPLOYED,840.2599
10,4210,0,EMPLOYED,1720.1219999999998
10,4210,1,EMPLOYED,1216.95
10,4220,0,EMPLOYED,10093.2099
10,4220,1,EMPLOYED,4089.3379
10,4230,0,EMPLOYED,2218.3902
10,4251,0,EMPLOYED,3393.1805000000004
10,4251,1,EMPLOYED,732.8951
10,4252,0,EMPLOYED,2682.4715
10,4350,0,EMPLOYED,591.6286
10,4400,0,EMPLOYED,879.4493
10,4510,0,EMPLOYED,904.3283
10,4521,1,EMPLOYED,1003.8288
10,4621,0,EMPLOYED,1789.1234
10,4622,0,EMPLOYED,2052.6643
10,4700,0,EMPLOYED,7837.163500000001
10,4700,1,EMPLOYED,896.4415
10,4710,0,EMPLOYED,1081.4603
10,4720,0,EMPLOYED,7612.0181
10,4720,1,EMPLOYED,1187.3862
10,4760,0,EMPLOYED,12115.3895
10,4760,1,EMPLOYED,740.9055
10,4800,0,EMPLOYED,711.1846
10,4810,0,EMPLOYED,896.4415
10,4840,0,EMPLOYED,1728.8822
10,4840,1,EMPLOYED,943.1531
10,4850,0,EMPLOYED,1619.0814
10,4920,0,EMPLOYED,1719.8098
10,4965,0,EMPLOYED,1630.347
10,5000,0,EMPLOYED,1901.8343
10,5110,0,EMPLOYED,940.6348
10,5120,0,EMPLOYED,2376.3927
10,5120,0,UNEMPLOYED,845.9094
10,5160,0,EMPLOYED,1604.0738
10,5165,0,EMPLOYED,1880.5906
10,5220,0,EMPLOYED,796.2466
10,5240,0,EMPLOYED,8870.2867
10,5240,1,UNEMPLOYED,1331.2565
10,5360,1,EMPLOYED,848.9747
10,5400,0,EMPLOYED,3316.8968
10,5400,0,UNEMPLOYED,922.9254
10,5510,0,EMPLOYED,2298.4073
10,5522,0,EMPLOYED,2501.8318
10,5540,0,EMPLOYED,861.3764
10,5610,0,EMPLOYED,1863.0907
10,5710,0,EMPLOYED,655.3948
10,5740,0,EMPLOYED,7595.0642
10,5820,0,EMPLOYED,967.4431
10,5860,0,EMPLOYED,3446.9043
10,5940,0,EMPLOYED,2761.3751
10,6005,0,EMPLOYED,677.1443
10,6050,1,EMPLOYED,4906.8425
10,6200,0,EMPLOYED,774.6399
10,6230,0,EMPLOYED,1079.5266
10,6260,0,EMPLOYED,4883.7874
10,6260,1,EMPLOYED,1027.9555
10,6330,1,EMPLOYED,1609.2174
10,6355,0,EMPLOYED,949.829
10,6410,0,EMPLOYED,662.6071
10,6442,0,EMPLOYED,808.0053
10,6515,0,EMPLOYED,728.1482
10,6660,0,EMPLOYED,1617.375
10,6660,1,EMPLOYED,953.7076
10,7130,0,EMPLOYED,920.7141
10,7140,0,EMPLOYED,861.6696
10,7200,0,EMPLOYED,1998.4422
10,7315,0,EMPLOYED,4038.3229
10,7410,0,EMPLOYED,1046.9017
10,7420,0,UNEMPLOYED,714.9369
10,7430,0,EMPLOYED,908.6183
10,7640,0,UNEMPLOYED,2185.1806
10,7700,0,EMPLOYED,910.8559
10,7750,0,EMPLOYED,4591.3674
10,7800,0,EMPLOYED,1798.2037
10,7840,0,EMPLOYED,1731.2049000000002
